from,to,quantity,exports,probability,exporter_mismanagement,importer_mismanagement,trade_fraction,old_trade,percent_change
ARE,VNM,9.829298269999999,22263.254759789997,4.415032022969455e-4,0.64,0.64,0.3253079194476767,0.3253079194476767,0
ARE,YEM,73.85476999999999,22263.254759789997,0.0033173393017713747,0.64,0.82,0.3253079194476767,0.3253079194476767,0
ARG,CHE,0.10471944999999999,502.23558450999997,2.0850663160828847e-4,0.246,0.02,0.001718544106403091,0.001718544106403091,0
ARG,CHL,202.68394432,502.23558450999997,0.4035634880745181,0.246,0.158,0.001718544106403091,0.001718544106403091,0
ARG,PRY,220.462,502.23558450999997,0.43896132970165996,0.246,0.254,0.001718544106403091,0.001718544106403091,0
ARG,THA,0.01543234,502.23558450999997,3.07272930791162e-5,0.246,0.6225,0.001718544106403091,0.001718544106403091,0
ARM,RUS,318.1817815,318.1817815,1,1,0.975,0.0836390786624065,0.0836390786624065,0
AUS,ARE,73.18832956896262,130420.57014000003,5.61171673229143e-4,0.02,0.64,0.9,1.0553093210608546,0.14716947719624912
AUS,BGD,112.81003363101632,130420.57014000003,8.649711737183814e-4,0.02,0.9675,0.9,1.0553093210608546,0.14716947719624912
AUS,BRA,989.6918258810421,130420.57014000003,0.007588464187962504,0.02,0.2520932,0.9,1.0553093210608546,0.14716947719624912
AUS,CAN,30.506653344667587,130420.57014000003,2.3390982965279332e-4,0.02,0.02,0.9,1.0553093210608546,0.14716947719624912
AUS,CHE,0.026322341180570474,130420.57014000003,2.0182660720095568e-7,0.02,0.02,0.9,1.0553093210608546,0.14716947719624912
AUS,CHN,280.2389252117164,130420.57014000003,0.002148732557378746,0.02,0.2525,0.9,1.0553093210608546,0.14716947719624912
AUS,COL,37.83836544707005,130420.57014000003,2.901257478513738e-4,0.02,0.06,0.9,1.0553093210608546,0.14716947719624912
AUS,DOM,492.75422690027926,130420.57014000003,0.0037781940868018902,0.02,0.937,0.9,1.0553093210608546,0.14716947719624912
AUS,GBR,0.08460752522326223,130420.57014000003,6.487283802887861e-7,0.02,0.04572,0.9,1.0553093210608546,0.14716947719624912
AUS,HKG,11173.31678516469,130420.57014000003,0.08567143030559281,0.02,0.02,0.9,1.0553093210608546,0.14716947719624912
AUS,HND,35.7231773164885,130420.57014000003,2.7390753834415413e-4,0.02,0.308,0.9,1.0553093210608546,0.14716947719624912
AUS,IDN,18496.317132720003,130420.57014000003,0.14182055110528288,0.02,0.605,0.9,1.0553093210608546,0.14716947719624912
AUS,IND,678.9067638128872,130420.57014000003,0.005205519061020163,0.02,0.79,0.9,1.0553093210608546,0.14716947719624912
AUS,JPN,89.30794329122125,130420.57014000003,6.847688458603853e-4,0.02,0.153,0.9,1.0553093210608546,0.14716947719624912
AUS,KHM,15.082701496466882,130420.57014000003,1.1564664592614761e-4,0.02,1,0.9,1.0553093210608546,0.14716947719624912
AUS,KOR,4285.834613779733,130420.57014000003,0.03286164605153238,0.02,0.02,0.9,1.0553093210608546,0.14716947719624912
AUS,KWT,42.07250204268753,130420.57014000003,3.2259099923827035e-4,0.02,1,0.9,1.0553093210608546,0.14716947719624912
AUS,LAO,1398.746648328789,130420.57014000003,0.010724892912424042,0.02,0.62,0.9,1.0553093210608546,0.14716947719624912
AUS,MAR,37.60334454367211,130420.57014000003,2.883237245727938e-4,0.02,0.56,0.9,1.0553093210608546,0.14716947719624912
AUS,MEX,71.46515630524883,130420.57014000003,5.479592385505946e-4,0.02,0.23,0.9,1.0553093210608546,0.14716947719624912
AUS,MMR,576.6407079919165,130420.57014000003,0.004421393859671993,0.02,1,0.9,1.0553093210608546,0.14716947719624912
AUS,MOZ,554.7433403805228,130420.57014000003,0.004253495746760141,0.02,1,0.9,1.0553093210608546,0.14716947719624912
AUS,MYS,55250.23596616064,130420.57014000003,0.4236313022313294,0.02,0.19875,0.9,1.0553093210608546,0.14716947719624912
AUS,NGA,445.85345541818424,130420.57014000003,0.0034185823213284732,0.02,0.82,0.9,1.0553093210608546,0.14716947719624912
AUS,NZL,362.3712102803914,130420.57014000003,0.0027784820284975278,0.02,0.02,0.9,1.0553093210608546,0.14716947719624912
AUS,PAK,137.92530745173494,130420.57014000003,0.0010575425893605505,0.02,0.72,0.9,1.0553093210608546,0.14716947719624912
AUS,PAN,36.6632609300803,130420.57014000003,2.8111563145847396e-4,0.02,0.443,0.9,1.0553093210608546,0.14716947719624912
AUS,PER,37.60334454367211,130420.57014000003,2.883237245727938e-4,0.02,0.5839,0.9,1.0553093210608546,0.14716947719624912
AUS,PHL,6960.210800066873,130420.57014000003,0.053367431169756674,0.02,0.74,0.9,1.0553093210608546,0.14716947719624912
AUS,RUS,74.56743223010177,130420.57014000003,5.717459458278501e-4,0.02,0.975,0.9,1.0553093210608546,0.14716947719624912
AUS,SAU,15.160728436395,130420.57014000003,1.1624491765463614e-4,0.02,0.02,0.9,1.0553093210608546,0.14716947719624912
AUS,SEN,41.36367899803931,130420.57014000003,3.171560970300732e-4,0.02,0.969,0.9,1.0553093210608546,0.14716947719624912
AUS,SGP,12.373380522095307,130420.57014000003,9.48729215706778e-5,0.02,0.02,0.9,1.0553093210608546,0.14716947719624912
AUS,THA,9686.254921840633,130420.57014000003,0.0742693802936371,0.02,0.6225,0.9,1.0553093210608546,0.14716947719624912
AUS,TUR,1226.0504682611338,130420.57014000003,0.009400744583044142,0.02,0.47,0.9,1.0553093210608546,0.14716947719624912
AUS,TWN,9235.116316346835,130420.57014000003,0.07081027407281992,0.02,0.03,0.9,1.0553093210608546,0.14716947719624912
AUS,USA,339.91919333697837,130420.57014000003,0.002606331140648227,0.02,0.02,0.9,1.0553093210608546,0.14716947719624912
AUS,VNM,1410.4140260570766,130420.57014000003,0.010814352556065865,0.02,0.64,0.9,1.0553093210608546,0.14716947719624912
AUS,VUT,13.484559353360815,130420.57014000003,1.0339288763180386e-4,0.02,0.65,0.9,1.0553093210608546,0.14716947719624912
AUS,ZWE,114.06034483709342,130420.57014000003,8.74557937560427e-4,0.02,0.86,0.9,1.0553093210608546,0.14716947719624912
AZE,TUR,135.032975,135.032975,1,1,0.47,0.008889139367793623,0.008889139367793623,0
BEN,ARE,36.37623,65.3228906,0.5568680391495107,0.77,0.64,0.009596628940831194,0.009596628940831194,0
BEN,CMR,28.946660599999998,65.3228906,0.4431319608504894,0.77,0.823,0.009596628940831194,0.009596628940831194,0
BFA,CIV,992.079,1153.9422003999998,0.8597302357571358,0.8575,0.99,0.07246461113019217,0.07246461113019217,0
BFA,GIN,131.17488999999998,1153.9422003999998,0.1136754422834435,0.8575,0.97,0.07246461113019217,0.07246461113019217,0
BFA,TGO,2.2597354999999997,1153.9422003999998,0.0019582744258912536,0.8575,0.982,0.07246461113019217,0.07246461113019217,0
BGD,HKG,25.3310838,2238.74200605,0.011314874037090925,0.9675,0.02,0.043984989320788107,0.043984989320788107,0
BGD,KOR,0,2238.74200605,0,0.9675,0.02,0.043984989320788107,0.043984989320788107,0
BGD,THA,6.404421099999999,2238.74200605,0.0028607231573323875,0.9675,0.6225,0.043984989320788107,0.043984989320788107,0
BGD,TUR,558.87117,2238.74200605,0.24963625486532198,0.9675,0.47,0.043984989320788107,0.043984989320788107,0
BGD,TWN,94.94636953999999,2238.74200605,0.042410590091853335,0.9675,0.03,0.043984989320788107,0.043984989320788107,0
BGD,USA,318.81230281999996,2238.74200605,0.14240689724784644,0.9675,0.02,0.043984989320788107,0.043984989320788107,0
BGD,VNM,1232.45202553,2238.74200605,0.5505109665157524,0.9675,0.64,0.043984989320788107,0.043984989320788107,0
BHR,ARE,215.2150044,1255.57187547,0.17140795250724955,0.02,0.64,0.17823743635988867,0.17823743635988867,0
BHR,IND,80.46862999999999,1255.57187547,0.06408922624989355,0.02,0.79,0.17823743635988867,0.17823743635988867,0
BHR,LAO,179.67652999999999,1255.57187547,0.14310334080455683,0.02,0.62,0.17823743635988867,0.17823743635988867,0
BHR,MYS,5.34840812,1255.57187547,0.0042597387091025144,0.02,0.19875,0.17823743635988867,0.17823743635988867,0
BHR,PAK,772.2475213199999,1255.57187547,0.615056402908773,0.02,0.72,0.17823743635988867,0.17823743635988867,0
BHR,THA,2.61578163,1255.57187547,0.002083338820424622,0.02,0.6225,0.17823743635988867,0.17823743635988867,0
BIH,LAO,244.35567155999996,7831.04944127,0.031203438746310812,0.6932903,0.62,0.8295394678206995,0.8295394678206995,0
BIH,MKD,53.11701196999999,7831.04944127,0.006782872764162467,0.6932903,0.2693,0.8295394678206995,0.8295394678206995,0
BIH,MNE,409.68453459999995,7831.04944127,0.0523154064691436,0.6932903,0.9658,0.8295394678206995,0.8295394678206995,0
BIH,SRB,768.4710072599999,7831.04944127,0.09813129300526713,0.6932903,0.458075,0.8295394678206995,0.8295394678206995,0
BLR,KAZ,3.7478539999999994,22600.149355849997,1.6583315185171005e-4,0.091,0.9908,0.6695009906216325,0.6695009906216325,0
BLR,PAK,14.1977528,22600.149355849997,6.282149987794193e-4,0.091,0.72,0.6695009906216325,0.6695009906216325,0
BLR,RUS,21635.0053007,22600.149355849997,0.957294793058517,0.091,0.975,0.6695009906216325,0.6695009906216325,0
BLR,UKR,381.92947110999995,22600.149355849997,0.01689942243727422,0.091,0.49035,0.6695009906216325,0.6695009906216325,0
BLZ,GTM,96.68140548,747.80600169,0.12928674717975705,0.68,0.77,0.5774305100086965,0.5774305100086965,0
BLZ,HKG,68.46447409999999,747.80600169,0.091553790615847,0.68,0.02,0.5774305100086965,0.5774305100086965,0
BLZ,SLV,18.4196001,747.80600169,0.0246315221573145,0.68,0.238,0.5774305100086965,0.5774305100086965,0
BLZ,THA,82.76584403999999,747.80600169,0.11067822918371045,0.68,0.6225,0.5774305100086965,0.5774305100086965,0
BLZ,TWN,26.731017499999997,747.80600169,0.03574592533302672,0.68,0.03,0.5774305100086965,0.5774305100086965,0
BLZ,USA,454.74366047,747.80600169,0.6081037855303443,0.68,0.02,0.5774305100086965,0.5774305100086965,0
BOL,BRA,890.5562489999999,1155.6199162199998,0.7706307554070063,0.5752,0.2520932,0.07483212341348576,0.07483212341348576,0
BOL,PER,179.58834519999996,1155.6199162199998,0.15540433552532426,0.5752,0.5839,0.07483212341348576,0.07483212341348576,0
BOL,USA,85.47532202,1155.6199162199998,0.07396490906766938,0.5752,0.02,0.07483212341348576,0.07483212341348576,0
BRA,ARG,0.00771617,18901.415391759998,4.0823239107076795e-7,0.2520932,0.246,0.009318212330144997,0.009318212330144997,0
BRA,BOL,2.15832298,18901.415391759998,1.141884316737948e-4,0.2520932,0.5752,0.009318212330144997,0.009318212330144997,0
BRA,CAN,0.0033069299999999996,18901.415391759998,1.749567390303291e-7,0.2520932,0.02,0.009318212330144997,0.009318212330144997,0
BRA,CHL,0.07936631999999999,18901.415391759998,4.198961736727899e-6,0.2520932,0.158,0.009318212330144997,0.009318212330144997,0
BRA,COG,0.0440924,18901.415391759998,2.332756520404388e-6,0.2520932,0.758,0.009318212330144997,0.009318212330144997,0
BRA,COL,0.2866006,18901.415391759998,1.5162917382628523e-5,0.2520932,0.06,0.009318212330144997,0.009318212330144997,0
BRA,DOM,0.07826400999999998,18901.415391759998,4.140642823717788e-6,0.2520932,0.937,0.009318212330144997,0.009318212330144997,0
BRA,ECU,7.749239299999999,18901.415391759998,4.099819584610712e-4,0.2520932,0.3588,0.009318212330144997,0.009318212330144997,0
BRA,GBR,173.93349489999997,18901.415391759998,0.00920214128386521,0.2520932,0.04572,0.009318212330144997,0.009318212330144997,0
BRA,GTM,0.00110231,18901.415391759998,5.8318913010109705e-8,0.2520932,0.77,0.009318212330144997,0.009318212330144997,0
BRA,ISR,817.4730959999999,18901.415391759998,0.043249305888297354,0.2520932,0.02,0.009318212330144997,0.009318212330144997,0
BRA,JPN,15858.162352999998,18901.415391759998,0.8389933782373412,0.2520932,0.153,0.009318212330144997,0.009318212330144997,0
BRA,MEX,41.272691019999996,18901.415391759998,0.0021835767409245275,0.2520932,0.23,0.009318212330144997,0.009318212330144997,0
BRA,MHL,0.06283166999999999,18901.415391759998,3.3241780415762528e-6,0.2520932,0.652,0.009318212330144997,0.009318212330144997,0
BRA,MOZ,0.0033069299999999996,18901.415391759998,1.749567390303291e-7,0.2520932,1,0.009318212330144997,0.009318212330144997,0
BRA,MYS,53.62297226,18901.415391759998,0.0028369818422897966,0.2520932,0.19875,0.009318212330144997,0.009318212330144997,0
BRA,PAN,0.00220462,18901.415391759998,1.1663782602021941e-7,0.2520932,0.443,0.009318212330144997,0.009318212330144997,0
BRA,PHL,114.80117725999999,18901.415391759998,0.006073681514350885,0.2520932,0.74,0.009318212330144997,0.009318212330144997,0
BRA,PRY,1127.1450442999999,18901.415391759998,0.059632838120227474,0.2520932,0.254,0.009318212330144997,0.009318212330144997,0
BRA,QAT,1.72180822,18901.415391759998,9.109414212179136e-5,0.2520932,0.02,0.009318212330144997,0.009318212330144997,0
BRA,SGP,0.00110231,18901.415391759998,5.8318913010109705e-8,0.2520932,0.02,0.009318212330144997,0.009318212330144997,0
BRA,URY,0.060627049999999995,18901.415391759998,3.2075402155560336e-6,0.2520932,0.218,0.009318212330144997,0.009318212330144997,0
BRA,USA,492.10645791999997,18901.415391759998,0.026035428972929296,0.2520932,0.02,0.009318212330144997,0.009318212330144997,0
BRA,ZAF,0.0110231,18901.415391759998,5.83189130101097e-7,0.2520932,0.02,0.009318212330144997,0.009318212330144997,0
BRB,ARE,21.20072823,1145.2405652599998,0.018512030461640936,0.03,0.64,0.5630502675642851,0.5630502675642851,0
BRB,BRA,24.105315079999997,1145.2405652599998,0.0210482546734864,0.03,0.2520932,0.5630502675642851,0.5630502675642851,0
BRB,CAN,1016.9360904999999,1145.2405652599998,0.88796722832563,0.03,0.02,0.5630502675642851,0.5630502675642851,0
BRB,USA,82.99843145,1145.2405652599998,0.07247248653924267,0.03,0.02,0.5630502675642851,0.5630502675642851,0
BRN,MYS,441.2668184099999,441.26792071999995,0.9999975019484801,0.3,0.19875,0.19167001825467567,0.19167001825467567,0
BRN,THA,0.00110231,441.26792071999995,2.498051519814545e-6,0.3,0.6225,0.19167001825467567,0.19167001825467567,0
BWA,MOZ,13.227719999999998,243.06266192999996,0.05442102828532945,1,1,0.14764883926898,0.14764883926898,0
BWA,ZAF,229.83494192999996,243.06266192999996,0.9455789717146705,1,0.02,0.14764883926898,0.14764883926898,0
CAN,ARE,29.772256803943183,62368.688610000005,4.7735903171081893e-4,0.02,0.64,0.9,2.4552177310696384,0.6334337323281277
CAN,BGD,231.82890782440987,62368.688610000005,0.003717072027505147,0.02,0.9675,0.9,2.4552177310696384,0.6334337323281277
CAN,BRB,0.8566276845368489,62368.688610000005,1.3734899732996788e-5,0.02,0.03,0.9,2.4552177310696384,0.6334337323281277
CAN,CHN,100.34746812889156,62368.688610000005,0.0016089398440999473,0.02,0.2525,0.9,2.4552177310696384,0.6334337323281277
CAN,CRI,0.7588428262076424,62368.688610000005,1.2167047971022625e-5,0.02,0.111,0.9,2.4552177310696384,0.6334337323281277
CAN,ECU,1.6324414365702213,62368.688610000005,2.617405420816369e-5,0.02,0.3588,0.9,2.4552177310696384,0.6334337323281277
CAN,EGY,6.077611793923936,62368.688610000005,9.744652211509655e-5,0.02,0.895,0.9,2.4552177310696384,0.6334337323281277
CAN,ETH,11.605688846824231,62368.688610000005,1.8608197647694986e-4,0.02,1,0.9,2.4552177310696384,0.6334337323281277
CAN,GBR,47.79740037918105,62368.688610000005,7.663685327434857e-4,0.02,0.04572,0.9,2.4552177310696384,0.6334337323281277
CAN,GRD,0.8319794351232885,62368.688610000005,1.3339697429358672e-5,0.02,0.035,0.9,2.4552177310696384,0.6334337323281277
CAN,GTM,8.963073253960555,62368.688610000005,1.4371110654591262e-4,0.02,0.77,0.9,2.4552177310696384,0.6334337323281277
CAN,HKG,1392.4058739000832,62368.688610000005,0.022325399249725916,0.02,0.02,0.9,2.4552177310696384,0.6334337323281277
CAN,HND,16.165210918670365,62368.688610000005,2.5918792392371203e-4,0.02,0.308,0.9,2.4552177310696384,0.6334337323281277
CAN,IDN,370.5011712340875,62368.688610000005,0.00594049962395205,0.02,0.605,0.9,2.4552177310696384,0.6334337323281277
CAN,IND,2356.5173008755432,62368.688610000005,0.037783659611815325,0.02,0.79,0.9,2.4552177310696384,0.6334337323281277
CAN,ISL,0.8634968687996443,62368.688610000005,1.3845038079912328e-5,0.02,0.1114,0.9,2.4552177310696384,0.6334337323281277
CAN,KEN,101.20005511680323,62368.688610000005,0.0016226099565700525,0.02,0.94,0.9,2.4552177310696384,0.6334337323281277
CAN,KOR,567.1416724981713,62368.688610000005,0.00909337177256662,0.02,0.02,0.9,2.4552177310696384,0.6334337323281277
CAN,LAO,2045.3028468046562,62368.688610000005,0.032793744623912435,0.02,0.62,0.9,2.4552177310696384,0.6334337323281277
CAN,LBN,2.2668308067225102,62368.688610000005,3.6345654482128295e-5,0.02,0.31,0.9,2.4552177310696384,0.6334337323281277
CAN,LKA,19.379585083996133,62368.688610000005,3.1072619155389573e-4,0.02,0.87,0.9,2.4552177310696384,0.6334337323281277
CAN,MAR,243.84068668206405,62368.688610000005,0.003909665123902692,0.02,0.56,0.9,2.4552177310696384,0.6334337323281277
CAN,MEX,23.67565373588094,62368.688610000005,3.7960800946013247e-4,0.02,0.23,0.9,2.4552177310696384,0.6334337323281277
CAN,MYS,2105.293857389624,62368.688610000005,0.03375562167988358,0.02,0.19875,0.9,2.4552177310696384,0.6334337323281277
CAN,NGA,34.743525861894526,62368.688610000005,5.570668012462244e-4,0.02,0.82,0.9,2.4552177310696384,0.6334337323281277
CAN,NOR,8.08139325034763e-4,62368.688610000005,1.2957452578298857e-8,0.02,0.0342,0.9,2.4552177310696384,0.6334337323281277
CAN,NZL,0.288101669374893,62368.688610000005,4.619331844163542e-6,0.02,0.02,0.9,2.4552177310696384,0.6334337323281277
CAN,OMN,305.1970486566784,62368.688610000005,0.004893433796004877,0.02,1,0.9,2.4552177310696384,0.6334337323281277
CAN,PAK,292.08013927203916,62368.688610000005,0.0046831213832065075,0.02,0.72,0.9,2.4552177310696384,0.6334337323281277
CAN,PAN,20.316218561711427,62368.688610000005,3.257438790921441e-4,0.02,0.443,0.9,2.4552177310696384,0.6334337323281277
CAN,PHL,195.34182136875282,62368.688610000005,0.0031320495223212427,0.02,0.74,0.9,2.4552177310696384,0.6334337323281277
CAN,PRY,21.524386852638393,62368.688610000005,3.4511527069670085e-4,0.02,0.254,0.9,2.4552177310696384,0.6334337323281277
CAN,RUS,40.520105757243016,62368.688610000005,6.496866722759046e-4,0.02,0.975,0.9,2.4552177310696384,0.6334337323281277
CAN,SAU,73.44612627713437,62368.688610000005,0.0011776121626735348,0.02,0.02,0.9,2.4552177310696384,0.6334337323281277
CAN,SEN,10.1566950370369,62368.688610000005,1.6284926400406e-4,0.02,0.969,0.9,2.4552177310696384,0.6334337323281277
CAN,SGP,13.691496444738956,62368.688610000005,2.1952516158153923e-4,0.02,0.02,0.9,2.4552177310696384,0.6334337323281277
CAN,SLV,33.07714257367285,62368.688610000005,5.303485340297722e-4,0.02,0.238,0.9,2.4552177310696384,0.6334337323281277
CAN,THA,588.7731378113767,62368.688610000005,0.009440203905729944,0.02,0.6225,0.9,2.4552177310696384,0.6334337323281277
CAN,TUN,17.879274427069095,62368.688610000005,2.8667068084228386e-4,0.02,0.58,0.9,2.4552177310696384,0.6334337323281277
CAN,TUR,708.3854352401095,62368.688610000005,0.011358029983117668,0.02,0.47,0.9,2.4552177310696384,0.6334337323281277
CAN,TWN,861.9016017720255,62368.688610000005,0.013819460068522764,0.02,0.03,0.9,2.4552177310696384,0.6334337323281277
CAN,TZA,16.30057425561369,62368.688610000005,2.6135829723057707e-4,0.02,1,0.9,2.4552177310696384,0.6334337323281277
CAN,USA,47324.50795546507,62368.688610000005,0.7587863238778634,0.02,0.02,0.9,2.4552177310696384,0.6334337323281277
CAN,VNM,227.11341486283206,62368.688610000005,0.0036414652917107736,0.02,0.64,0.9,2.4552177310696384,0.6334337323281277
CAN,YEM,20.203483125869077,62368.688610000005,3.239363144574714e-4,0.02,0.82,0.9,2.4552177310696384,0.6334337323281277
CAN,ZAF,6.292172784720665,62368.688610000005,1.0088672577463489e-4,0.02,0.02,0.9,2.4552177310696384,0.6334337323281277
CHE,ARE,0,54590.93947451961,0,0.02,0.64,0.9,1.6313740920472903,0.4483178294988451
CHE,BIH,65.22807131591699,54590.93947451961,0.0011948515988878022,0.02,0.6932903,0.9,1.6313740920472903,0.4483178294988451
CHE,BRA,6.081247733651282e-4,54590.93947451961,1.1139664919102027e-8,0.02,0.2520932,0.9,1.6313740920472903,0.4483178294988451
CHE,CAN,3.505839318449963,54590.93947451961,6.422016825862317e-5,0.02,0.02,0.9,1.6313740920472903,0.4483178294988451
CHE,CHN,13.129413856953116,54590.93947451961,2.4050536560341274e-4,0.02,0.2525,0.9,1.6313740920472903,0.4483178294988451
CHE,GBR,1578.254669943823,54590.93947451961,0.028910560710912026,0.02,0.04572,0.9,1.6313740920472903,0.4483178294988451
CHE,HKG,48.4955181767755,54590.93947451961,8.8834371863871e-4,0.02,0.02,0.9,1.6313740920472903,0.4483178294988451
CHE,IND,161.3890173538246,54590.93947451961,0.002956333393550648,0.02,0.79,0.9,1.6313740920472903,0.4483178294988451
CHE,JPN,15.847731593895238,54590.93947451961,2.902996677917988e-4,0.02,0.153,0.9,1.6313740920472903,0.4483178294988451
CHE,NOR,4.304307145878377,54590.93947451961,7.884654829740414e-5,0.02,0.0342,0.9,1.6313740920472903,0.4483178294988451
CHE,PRY,0.004864998186921025,54590.93947451961,8.911731935281622e-8,0.02,0.254,0.9,1.6313740920472903,0.4483178294988451
CHE,SRB,143.91394386640428,54590.93947451961,0.0026362239824353323,0.02,0.458075,0.9,1.6313740920472903,0.4483178294988451
CHE,THA,2.103503591069978,54590.93947451961,3.853210095517391e-5,0.02,0.6225,0.9,1.6313740920472903,0.4483178294988451
CHE,TUR,136.03629555223242,54590.93947451961,0.002491920763073285,0.02,0.47,0.9,1.6313740920472903,0.4483178294988451
CHE,USA,22.3181791825002,54590.93947451961,4.088257025310443e-4,0.02,0.02,0.9,1.6313740920472903,0.4483178294988451
CHL,BGD,297.954393,10690.469139019999,0.027871030646585228,0.158,0.9675,0.17766599506056527,0.17766599506056527,0
CHL,BOL,77.08123136999998,10690.469139019999,0.007210275841745339,0.158,0.5752,0.17766599506056527,0.17766599506056527,0
CHL,BRA,216.15086558999997,10690.469139019999,0.02021902526251665,0.158,0.2520932,0.17766599506056527,0.17766599506056527,0
CHL,CHN,61.017267739999994,10690.469139019999,0.005707632372959966,0.158,0.2525,0.17766599506056527,0.17766599506056527,0
CHL,COL,155.72884525,10690.469139019999,0.014567073083967179,0.158,0.06,0.17766599506056527,0.17766599506056527,0
CHL,CRI,21.38701862,10690.469139019999,0.0020005687628747563,0.158,0.111,0.17766599506056527,0.17766599506056527,0
CHL,ECU,374.01708992999994,10690.469139019999,0.03498603148900595,0.158,0.3588,0.17766599506056527,0.17766599506056527,0
CHL,EGY,21.80258949,10690.469139019999,0.0020394417874909703,0.158,0.895,0.17766599506056527,0.17766599506056527,0
CHL,HKG,1730.8526735499997,10690.469139019999,0.1619061475265311,0.158,0.02,0.17766599506056527,0.17766599506056527,0
CHL,IDN,547.0014959199999,10690.469139019999,0.05116721154205061,0.158,0.605,0.17766599506056527,0.17766599506056527,0
CHL,IND,1761.6302710599996,10690.469139019999,0.16478512291196692,0.158,0.79,0.17766599506056527,0.17766599506056527,0
CHL,ISR,90.15683259,10690.469139019999,0.008433384112295817,0.158,0.02,0.17766599506056527,0.17766599506056527,0
CHL,KOR,192.7719728,10690.469139019999,0.018032134071309006,0.158,0.02,0.17766599506056527,0.17766599506056527,0
